word,code,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,mean_rt
Broome,26179,304.88,,,307.36,333.5,,589.99,350.8,,,,321.78,280.13,,144.3,,199.61,723.13,,,400.35,270.53,,,,,118.42,233.95,305.04,270.59,186.29,237.2,317.51,178.26,255.16,301.3704761904760
Street,26180,344.33,,,354.81,658.29,,421.03,678.15,,,,523.91,474.38,,152.04,,273.93,348.61,,,226.34,334.02,,,,,144.81,268.11,392.52,294.1,217.95,463.43,935.67,175.23,244.01,377.4128571428570
to,26181,327.77,,,252.79,350.55,,428.28,399.68,,,,461.63,260.21,,98.38,,212.04,299.97,,,409.93,314.79,,,,,184.51,307.66,298.52,282.9,270.88,214.71,283.47,332.19,222.19,295.85952380952400
Orange,26182,348.52,,,209.65,437.88,,387.55,945.67,,,,356.82,211.67,,258.14,,184.97,707.42,,,230.56,268.89,,,,,200.14,275.11,263.27,269.06,190.42,219.56,277.59,184.91,173.8,314.36190476190500
Square.,26183,411.86,,,502.59,751.86,,378.87,1160.14,,,,342.86,224.6,,127.0,,192.66,418.33,,,222.09,492.36,,,,,274.46,245.29,278.78,284.57,214.04,195.16,415.78,160.61,202.78,356.985238095238
The,26184,362.6,,,208.01,437.65,,356.19,320.15,,,,323.04,213.03,,126.44,,178.56,307.28,,,247.94,376.37,,,,,137.38,281.64,259.06,262.14,215.69,306.15,459.5,175.79,199.06,273.9842857142860
steeple,26185,428.64,,,284.91,1791.59,,342.24,418.3,,,,373.09,298.0,,115.54,,178.19,370.71,,,228.8,316.97,,,,,262.43,395.76,455.94,261.68,228.61,225.6,322.7,156.75,177.4,363.5166666666670
leaned,26186,299.92,,,215.07,388.81,,349.66,390.93,,,,385.77,302.77,,477.88,,215.18,375.41,,,348.36,503.07,,,,,565.81,295.89,390.61,303.01,220.19,193.22,308.81,263.08,190.36,332.5623809523810
"backward,",26187,331.33,,,275.96,364.15,,357.01,422.25,,,,769.18,254.27,,103.71,,204.1,284.1,,,203.76,310.26,,,,,191.52,292.67,349.92,294.54,195.73,195.45,364.27,166.63,206.02,292.23000000000000
while,26188,328.11,,,246.16,406.18,,407.11,645.51,,,,405.24,283.09,,143.48,,190.37,662.29,,,410.91,320.31,,,,,103.12,321.5,237.27,363.32,214.04,285.79,366.28,171.58,200.25,319.6147619047620
the,26189,380.85,,,299.02,282.78,,331.66,471.12,,,,359.15,301.29,,119.17,,254.02,557.12,,,191.55,311.24,,,,,102.89,299.6,279.49,309.37,330.93,199.89,336.34,160.6,218.58,290.31714285714300
church,26190,340.19,,,234.49,572.9,,416.46,462.32,,,,241.25,228.74,,177.63,,274.88,246.89,,,223.17,302.6,,,,,270.67,283.02,361.71,340.81,239.69,194.21,301.05,186.91,210.11,290.9380952380950
advanced,26191,331.52,,,180.69,721.34,,309.07,605.55,,,,555.45,988.32,,126.62,,189.06,275.71,,,470.78,542.11,,,,,270.18,253.15,227.75,332.15,393.93,180.46,284.53,194.63,263.03,366.477619047619
like,26192,328.33,,,324.34,418.82,,420.56,791.2,,,,309.17,298.74,,171.6,,220.69,485.91,,,197.96,333.17,,,,,133.69,338.05,275.33,360.98,203.91,468.14,398.64,220.86,254.59,331.17523809523800
a,26193,325.04,,,238.39,359.41,,379.81,461.92,,,,268.65,218.18,,120.63,,196.21,298.41,,,248.31,337.94,,,,,122.73,286.82,221.45,250.93,246.21,187.34,328.64,172.41,227.45,261.75619047619000
headless,26194,343.1,,,312.64,913.48,,336.48,301.15,,,,284.16,271.08,,186.99,,198.5,289.84,,,437.11,337.33,,,,,117.11,280.95,261.02,295.82,259.05,226.93,437.34,201.44,219.03,310.0261904761910
creature,26195,334.53,,,298.75,1074.66,,709.22,388.57,,,,526.29,342.57,,282.63,,184.77,782.69,,,183.0,342.06,,,,,103.51,275.13,228.52,412.61,370.52,426.5,327.32,331.66,527.92,402.5442857142860
in,26196,379.28,,,279.5,379.59,,676.01,427.94,,,,560.05,294.0,,164.85,,208.4,405.39,,,190.68,397.41,,,,,95.31,341.29,276.08,537.25,599.21,201.82,372.01,192.47,204.37,342.04333333333300
a,26197,295.96,,,233.69,296.28,,429.62,443.17,,,,289.78,258.78,,103.13,,205.39,303.31,,,214.31,287.44,,,,,596.39,300.68,254.29,349.72,248.94,220.1,312.73,184.05,214.65,287.7338095238100
"long,",26198,340.78,,,219.94,341.08,,580.89,389.11,,,,342.58,319.63,,174.92,,239.61,398.77,,,203.26,444.22,,,,,134.08,372.08,283.13,341.11,373.75,195.62,354.84,183.68,235.55,308.03000000000000
shapeless,26199,300.17,,,243.51,844.45,,403.89,716.41,,,,590.03,393.78,,139.92,,209.84,336.82,,,181.53,638.1,,,,,123.12,224.75,277.24,300.51,226.44,197.9,300.88,199.34,229.82,337.0690476190480
coat.,26200,339.62,,,269.72,405.75,,421.87,509.92,,,,372.99,323.73,,155.57,,238.76,332.4,,,357.12,647.75,,,,,149.52,296.4,303.41,379.92,330.01,232.22,348.3,177.65,301.36,328.2852380952380
The,26201,293.05,,,258.01,340.41,,415.18,457.44,,,,363.79,226.59,,143.82,,208.63,285.87,,,220.13,555.37,,,,,116.7,271.4,307.62,322.75,326.29,202.01,352.33,227.44,276.37,293.8666666666670
spire,26202,329.85,,,233.53,763.82,,347.8,805.98,,,,285.85,202.2,,119.53,,293.54,290.65,,,187.7,453.01,,,,,127.15,246.92,243.09,324.8,179.06,196.26,351.7,170.96,150.57,300.18904761904800
seemed,26203,358.59,,,507.79,357.18,,379.18,415.34,,,,576.03,292.43,,529.91,,210.34,271.5,,,195.29,417.63,,,,,116.15,235.72,309.32,286.89,248.02,222.52,575.12,192.0,230.26,329.8671428571430
to,26204,320.68,,,226.87,463.23,,535.85,363.98,,,,348.39,433.31,,118.35,,199.27,377.63,,,517.55,398.2,,,,,118.55,237.95,284.75,291.66,324.91,310.1,355.49,287.62,213.84,320.3895238095240
hold,26205,338.76,,,274.46,390.48,,428.3,493.96,,,,435.73,328.55,,304.75,,201.56,430.32,,,271.41,352.26,,,,,128.95,240.16,302.87,304.46,214.98,197.56,349.51,180.43,218.77,304.2014285714290
up,26206,359.48,,,308.64,485.81,,403.56,490.45,,,,397.64,301.29,,96.26,,179.86,373.56,,,366.9,343.56,,,,,126.05,218.44,278.35,311.97,371.87,191.87,316.87,188.05,186.29,299.8461904761910
the,26207,281.54,,,260.1,1698.32,,557.51,607.01,,,,311.66,268.77,,109.38,,155.51,450.23,,,224.91,358.95,,,,,243.08,255.34,272.54,287.41,208.58,207.52,327.02,171.65,193.95,354.80857142857100
sky.,26208,347.71,,,267.61,596.97,,367.28,403.31,,,,447.14,268.29,,69.11,,173.84,270.82,,,232.56,449.03,,,,,117.27,252.18,552.06,236.17,429.54,148.44,411.7,144.64,444.25,315.7104761904760
Port,26209,277.1,,,362.58,608.66,,419.22,374.79,,,,363.14,325.77,,138.06,,194.46,329.17,,,244.76,282.44,,,,,105.95,357.6,393.22,296.54,399.03,275.16,332.64,153.16,210.67,306.86285714285700
"Jervis,",26210,551.31,,,476.55,2652.92,,463.79,371.42,,,,373.13,399.8,,303.04,,180.76,237.89,,,422.96,556.51,,,,,193.76,191.67,907.15,309.32,657.07,485.32,993.41,211.5,255.65,533.0919047619050
basking,26211,326.37,,,262.4,590.2,,431.07,1240.1,,,,601.86,345.78,,350.53,,164.39,2144.15,,,246.27,358.25,,,,,76.03,335.3,585.69,356.77,261.31,199.12,607.83,1272.43,452.45,533.7285714285720
in,26212,339.14,,,317.92,373.16,,486.33,496.81,,,,347.53,321.2,,85.95,,182.67,316.75,,,251.11,336.32,,,,,126.5,532.01,304.74,270.81,580.83,217.45,428.17,158.41,337.08,324.3280952380950
the,26213,306.46,,,248.03,321.89,,298.79,397.28,,,,394.9,259.29,,35.03,,166.35,254.89,,,231.97,381.07,,,,,595.57,184.47,272.2,318.29,211.78,222.33,299.43,192.8,221.81,276.88714285714300
"foothills,",26214,337.98,,,196.88,956.0,,426.23,559.28,,,,308.9,272.16,,109.56,,155.3,795.77,,,199.53,412.34,,,,,341.22,280.09,263.71,304.38,264.72,245.94,296.21,184.38,221.37,339.6166666666670
was,26215,326.71,,,263.15,309.09,,433.55,425.0,,,,412.28,303.66,,109.31,,173.63,445.13,,,401.86,288.96,,,,,124.6,266.24,279.19,335.9,288.26,170.77,285.03,168.05,212.9,286.8223809523810
the,26216,259.45,,,246.73,324.55,,475.44,312.3,,,,256.94,255.15,,100.54,,162.66,265.65,,,219.81,317.77,,,,,135.01,241.83,297.38,260.61,237.04,199.78,279.13,181.02,385.85,257.84000000000000
city,26217,336.3,,,211.53,326.62,,373.27,906.35,,,,325.81,254.17,,100.29,,181.02,289.16,,,187.4,295.93,,,,,140.05,260.02,270.2,260.12,239.26,178.09,257.35,180.65,225.17,276.13142857142900
of,26218,277.01,,,256.49,267.39,,489.95,800.89,,,,329.95,243.03,,68.05,,164.65,406.01,,,179.01,292.68,,,,,129.05,219.52,285.74,283.64,233.51,175.06,278.17,172.27,200.79,273.94571428571400
God.,26219,431.2,,,245.38,290.87,,334.5,769.36,,,,310.76,261.25,,523.87,,174.98,282.62,,,199.97,297.52,,,,,126.16,267.06,311.89,253.75,235.68,172.0,272.38,153.31,219.07,292.0752380952380
The,26220,336.02,,,302.86,357.95,,471.61,380.74,,,,392.26,225.56,,133.37,,187.66,318.23,,,185.88,288.43,,,,,282.91,364.79,270.84,279.48,229.15,173.73,303.22,160.61,223.51,279.46714285714300
Dutch,26221,420.77,,,315.04,460.71,,382.76,332.0,,,,383.51,233.2,,82.47,,179.29,240.33,,,169.52,277.19,,,,,116.99,246.82,358.29,273.68,236.68,202.72,286.71,274.97,255.12,272.79857142857100
Reformed,26222,396.04,,,269.13,611.88,,382.14,424.75,,,,350.89,280.75,,316.87,,162.92,378.61,,,158.49,311.38,,,,,487.45,283.68,264.33,283.86,246.95,572.97,443.51,853.08,891.96,398.64952380952400
"Church,",26223,445.99,,,708.64,440.21,,357.41,496.06,,,,358.23,234.91,,382.96,,197.23,375.25,,,696.89,406.85,,,,,115.9,221.82,343.87,310.0,355.87,193.36,381.45,177.05,191.85,351.9904761904760
with,26224,383.89,,,275.5,378.17,,391.51,676.51,,,,528.34,429.12,,110.33,,175.57,523.95,,,221.09,259.46,,,,,150.33,237.36,247.27,365.46,341.84,211.6,380.75,166.06,183.48,316.07571428571400
two,26225,343.22,,,269.65,302.79,,462.84,454.06,,,,404.77,252.36,,510.11,,172.5,341.73,,,404.66,282.96,,,,,390.05,415.63,308.15,551.48,237.19,184.52,316.04,163.03,199.11,331.75476190476200
steeples,26226,430.66,,,245.16,534.32,,397.98,418.66,,,,326.72,273.28,,357.2,,193.57,589.11,,,510.61,389.14,,,,,253.33,388.22,387.58,334.57,231.45,208.22,342.18,173.35,225.38,343.3661904761910
and,26227,357.86,,,335.37,338.72,,352.0,487.28,,,,331.48,283.44,,143.22,,163.82,412.11,,,493.72,292.41,,,,,122.19,283.56,298.9,283.29,255.06,205.14,373.53,146.33,209.0,293.7347619047620
its,26228,415.95,,,252.09,367.48,,415.39,491.74,,,,288.22,261.58,,478.92,,158.11,560.74,,,490.23,361.25,,,,,132.6,245.71,242.38,285.47,243.89,223.36,338.27,162.05,333.88,321.39571428571400
own,26229,372.52,,,257.0,292.11,,411.97,376.28,,,,253.01,277.04,,128.77,,224.45,426.46,,,454.75,363.3,,,,,145.64,175.93,292.53,295.65,254.11,175.0,318.95,172.36,290.62,283.7357142857140
school,26230,345.2,,,253.86,440.96,,448.63,564.98,,,,289.87,335.24,,125.86,,200.01,369.73,,,379.32,349.33,,,,,121.39,196.89,233.37,300.45,226.94,187.96,305.06,329.37,239.44,297.32666666666700
was,26231,328.64,,,234.73,298.86,,461.22,694.69,,,,1046.72,260.01,,144.23,,186.31,430.44,,,383.96,300.73,,,,,139.79,215.22,307.6,331.84,210.51,179.6,328.56,206.12,353.71,335.4042857142860
on,26232,365.38,,,236.9,258.33,,396.37,1138.88,,,,415.68,243.49,,167.96,,161.99,373.68,,,479.29,324.18,,,,,139.48,252.1,227.0,272.68,223.43,155.25,333.26,152.43,291.7,314.73619047619100
Main,26233,306.02,,,423.11,247.18,,542.37,502.41,,,,388.3,269.72,,84.96,,164.31,274.39,,,449.14,334.26,,,,,75.12,217.0,250.58,274.78,247.04,125.58,425.98,178.74,288.55,289.0257142857140
Street;,26234,318.21,,,294.43,452.01,,717.43,397.51,,,,579.65,285.24,,127.4,,158.61,540.57,,,381.73,1059.02,,,,,101.61,221.91,295.49,300.96,227.94,423.94,353.31,655.72,325.35,391.33523809523800
the,26235,344.31,,,243.2,352.59,,486.94,663.48,,,,386.63,258.03,,100.48,,144.95,1107.6,,,397.04,470.63,,,,,389.4,269.5,300.29,332.35,275.45,175.27,427.3,155.96,455.43,368.4204761904760
Episcopal,26236,311.73,,,277.41,976.02,,547.4,742.4,,,,313.99,278.85,,268.21,,144.66,833.82,,,791.03,933.83,,,,,116.67,269.03,323.76,353.13,173.6,156.19,314.62,150.35,227.98,404.98476190476200
Church,26237,359.15,,,575.6,379.74,,434.54,501.21,,,,380.1,305.03,,115.68,,152.41,307.14,,,421.76,2473.66,,,,,111.12,228.55,565.84,283.19,138.65,206.61,692.66,174.04,211.52,429.4380952380950
was,26238,345.18,,,731.96,299.1,,444.46,452.3,,,,448.8,248.52,,430.15,,106.68,250.58,,,445.07,429.83,,,,,414.85,524.09,279.53,341.34,178.35,283.51,352.9,195.03,336.48,358.98619047619100
one,26239,312.62,,,376.11,250.5,,406.32,536.89,,,,309.33,261.39,,141.41,,162.49,487.5,,,598.91,509.1,,,,,299.49,229.9,329.69,308.74,175.33,205.65,352.28,173.25,285.19,319.6233333333330
block,26240,384.03,,,244.81,263.36,,850.93,893.32,,,,380.77,228.88,,101.09,,148.83,268.0,,,680.6,964.25,,,,,144.27,229.45,278.43,300.18,340.3,194.59,311.69,162.27,234.03,362.09904761904800
down,26241,303.36,,,318.97,358.87,,702.87,457.23,,,,476.06,236.41,,100.86,,172.47,243.49,,,450.12,565.36,,,,,72.01,236.99,264.59,371.57,171.64,348.86,319.08,180.64,380.25,320.5571428571430
Sussex,26242,326.85,,,249.08,320.98,,469.8,1165.81,,,,365.95,254.7,,372.56,,625.47,389.74,,,358.67,2439.06,,,,,258.46,207.27,296.15,272.29,184.63,188.29,697.24,204.24,400.93,478.4842857142860
Street;,26243,387.59,,,365.97,579.02,,484.99,1158.57,,,,496.01,339.54,,153.29,,208.45,541.0,,,440.78,725.95,,,,,111.33,204.19,340.95,311.86,160.26,411.85,389.39,206.55,378.93,399.83190476190500
the,26244,290.87,,,239.97,338.07,,414.83,455.43,,,,388.51,280.24,,107.63,,205.39,516.13,,,410.64,511.46,,,,,175.07,262.42,332.29,409.87,290.63,280.46,356.7,515.47,439.54,343.88666666666700
Catholic,26245,327.71,,,538.24,782.84,,411.4,724.0,,,,403.82,274.44,,131.34,,210.29,925.93,,,431.31,2934.52,,,,,148.07,205.93,529.11,270.55,305.7,399.3,357.93,540.53,415.25,536.5814285714290
Saint,26246,300.45,,,254.66,317.5,,400.03,485.45,,,,501.8,276.55,,72.43,,191.26,617.75,,,326.57,815.39,,,,,131.73,234.88,405.5,334.04,201.2,265.31,319.97,155.6,227.86,325.5204761904760
Mary's,26247,323.93,,,275.49,511.62,,394.04,543.29,,,,268.93,278.73,,122.89,,190.89,614.01,,,443.31,691.34,,,,,136.81,221.12,298.14,322.81,187.48,192.82,330.06,157.91,227.45,320.6223809523810
"Church,",26248,317.96,,,293.64,350.78,,571.98,494.43,,,,436.41,304.87,,93.25,,206.53,506.33,,,389.25,767.55,,,,,133.85,388.7,342.89,332.87,187.1,299.12,318.82,416.31,219.02,351.0314285714290
with,26249,304.06,,,298.5,302.12,,472.4,538.9,,,,590.38,256.37,,122.4,,208.8,385.47,,,412.5,747.6,,,,,314.91,324.03,286.35,297.62,202.72,247.93,328.97,252.88,242.58,339.88047619047600
an,26250,351.55,,,249.9,317.58,,455.62,487.36,,,,453.36,277.21,,268.83,,181.73,416.87,,,369.14,642.44,,,,,92.95,318.07,240.5,286.4,189.01,268.77,301.69,209.73,244.84,315.4071428571430
even,26251,374.94,,,446.82,279.66,,404.17,483.86,,,,337.96,231.4,,156.28,,205.34,453.43,,,341.86,580.04,,,,,306.07,280.16,258.69,315.21,140.64,236.25,301.14,182.66,231.04,311.7914285714290
taller,26252,355.64,,,227.39,209.83,,606.15,493.66,,,,614.69,238.93,,278.61,,151.62,626.0,,,325.25,6002.98,,,,,289.53,314.37,231.59,237.29,172.31,166.53,316.55,182.32,222.55,583.99
steeple,26253,349.66,,,354.95,374.81,,463.75,506.16,,,,563.0,241.18,,168.81,,183.29,409.0,,,335.33,604.46,,,,,118.33,292.42,239.11,279.5,201.34,291.46,318.65,189.98,246.17,320.5409523809520
and,26254,341.04,,,220.95,283.47,,422.96,553.34,,,,388.74,275.39,,173.8,,190.95,309.61,,,268.07,414.16,,,,,112.76,241.28,265.33,273.73,187.6,200.25,288.84,173.56,251.0,277.94428571428600
a,26255,316.41,,,308.57,261.64,,390.27,523.09,,,,388.06,437.52,,306.76,,230.64,333.02,,,235.54,338.78,,,,,123.16,227.47,232.88,275.83,187.24,210.54,261.58,202.6,471.89,298.26142857142900
cross,26256,334.54,,,187.99,221.15,,421.62,532.83,,,,379.39,311.5,,130.2,,206.16,417.81,,,245.85,359.48,,,,,133.53,259.07,243.08,277.98,162.86,271.55,277.06,172.84,239.07,275.5028571428570
on,26257,339.28,,,355.61,292.67,,508.88,753.32,,,,522.71,222.87,,159.25,,152.43,361.07,,,192.04,345.5,,,,,138.63,247.92,269.3,544.15,133.17,327.01,311.28,433.84,209.28,324.77190476190500
"top,",26258,343.99,,,309.67,329.48,,428.04,832.09,,,,420.53,230.5,,105.6,,146.74,379.11,,,303.61,408.88,,,,,143.63,420.79,284.82,255.26,186.22,667.74,326.73,275.73,462.24,345.7809523809520
stood,26259,303.38,,,277.08,462.29,,379.29,502.74,,,,435.8,318.03,,161.38,,170.44,650.41,,,247.12,757.51,,,,,135.36,356.01,241.65,348.17,177.91,298.63,259.47,237.89,181.47,328.66809523809500
on,26260,358.83,,,223.25,293.44,,431.96,453.83,,,,509.71,1024.14,,163.75,,159.46,542.66,,,211.93,335.0,,,,,116.37,334.08,267.84,291.48,158.84,210.07,304.27,184.1,205.08,322.8614285714290
Ball,26261,288.9,,,222.82,290.24,,353.89,618.44,,,,460.83,270.51,,174.08,,169.76,325.77,,,216.92,291.68,,,,,134.82,322.82,285.31,287.79,177.25,287.05,303.73,175.77,231.36,280.4638095238100
Street.,26262,301.7,,,462.39,351.1,,467.92,430.75,,,,435.99,302.01,,115.01,,166.81,458.51,,,413.82,632.55,,,,,123.86,292.88,335.43,300.59,134.23,515.84,375.22,180.76,206.95,333.53904761904800
The,26263,316.57,,,277.04,232.62,,373.11,434.34,,,,439.82,226.31,,125.21,,179.42,256.86,,,209.99,334.93,,,,,131.26,569.02,291.51,288.83,122.95,213.17,299.43,220.03,206.16,273.7419047619050
Catholics,26264,302.66,,,175.22,274.83,,353.84,572.2,,,,481.81,241.91,,95.64,,200.4,285.75,,,198.9,283.7,,,,,144.32,333.41,280.32,229.63,125.34,250.09,240.19,203.62,224.4,261.8180952380950
had,26265,326.14,,,292.19,341.0,,411.84,536.63,,,,411.59,300.13,,116.68,,178.7,666.5,,,299.23,335.91,,,,,415.82,324.17,314.55,333.16,199.72,311.0,266.39,1341.89,423.97,387.962380952381
the,26266,306.86,,,209.01,316.36,,392.51,965.08,,,,440.22,232.93,,95.12,,183.64,345.4,,,392.08,308.61,,,,,124.42,206.27,244.63,265.91,146.0,214.45,273.95,163.76,199.23,286.9733333333330
largest,26267,330.3,,,261.95,238.44,,378.47,526.16,,,,386.13,227.15,,100.26,,183.28,272.82,,,255.4,492.02,,,,,142.79,272.52,278.79,249.42,153.77,219.36,276.07,182.08,225.51,269.1757142857140
"cemetery,",26268,311.07,,,237.42,272.7,,383.12,503.94,,,,433.5,266.69,,139.95,,174.95,378.98,,,252.23,648.56,,,,,110.53,224.01,272.98,246.34,172.03,274.91,294.27,181.74,241.13,286.7166666666670
near,26269,350.54,,,367.69,330.83,,454.48,503.08,,,,363.43,274.21,,123.68,,171.89,586.29,,,441.14,1004.82,,,,,142.28,223.57,243.15,283.2,457.09,293.09,787.02,381.37,251.31,382.5790476190480
the,26270,349.94,,,268.37,311.59,,435.03,382.22,,,,333.41,236.36,,142.06,,208.88,305.31,,,291.0,461.9,,,,,270.0,255.16,245.39,309.37,229.64,289.87,313.78,268.66,408.22,300.76952380952400
Neversink,26271,301.33,,,243.88,1255.01,,388.92,453.56,,,,282.21,254.65,,109.81,,173.85,240.79,,,263.81,17220.85,,,,,157.45,260.05,287.59,308.8,245.19,294.75,331.86,172.15,300.82,1121.3014285714300
River,26272,340.78,,,318.05,274.39,,412.24,1434.14,,,,324.37,315.5,,125.53,,146.78,786.97,,,263.32,365.42,,,,,135.83,235.58,276.37,452.22,191.43,331.47,664.59,185.14,204.27,370.6852380952380
where,26273,332.12,,,232.21,316.52,,384.86,599.84,,,,358.39,301.57,,159.91,,170.47,401.74,,,254.88,359.4,,,,,116.83,213.78,206.56,320.82,177.68,352.27,287.54,312.81,222.51,289.6528571428570
Main,26274,312.89,,,239.73,278.61,,440.22,393.59,,,,304.43,269.02,,130.25,,183.46,331.67,,,283.75,417.45,,,,,143.23,242.73,208.82,298.93,166.7,279.61,228.32,216.26,174.12,263.99000000000000
Street,26275,386.97,,,298.01,376.83,,354.14,424.85,,,,263.88,236.51,,311.32,,175.14,304.42,,,421.9,414.09,,,,,126.97,244.92,221.75,319.68,163.67,265.77,243.9,197.15,227.11,284.71333333333300
ran,26276,298.34,,,230.81,325.5,,356.13,472.18,,,,295.46,230.78,,102.74,,180.12,455.91,,,325.15,346.68,,,,,116.0,239.14,221.32,305.78,197.96,225.27,286.11,175.49,202.68,266.1690476190480
south;,26277,335.1,,,246.35,391.59,,358.17,535.36,,,,356.19,262.28,,102.5,,163.76,707.55,,,711.26,370.1,,,,,126.44,545.33,316.86,313.26,184.24,264.85,224.25,172.43,236.92,329.7519047619050
Stevie,26278,355.88,,,243.22,526.91,,368.24,683.8,,,,406.3,221.8,,102.3,,166.12,426.39,,,390.08,430.82,,,,,291.44,256.47,271.0,275.32,175.92,288.42,239.81,185.41,223.15,310.8952380952380
whistled,26279,357.87,,,493.41,475.34,,316.9,525.37,,,,314.9,501.41,,126.04,,163.08,281.7,,,445.41,598.03,,,,,88.24,309.31,262.48,285.53,188.93,341.2,266.03,185.04,222.72,321.3780952380950
when,26280,375.94,,,329.91,333.18,,438.98,471.14,,,,340.99,292.52,,123.11,,189.45,411.82,,,385.93,615.74,,,,,125.39,404.78,286.01,375.72,204.57,356.55,289.55,208.68,254.32,324.48952380952400
he,26281,396.58,,,230.7,345.91,,352.96,366.37,,,,332.36,585.33,,333.46,,309.06,408.48,,,321.35,484.04,,,,,335.78,342.71,320.16,268.35,214.82,278.59,302.4,485.65,675.22,366.2038095238100
passed,26282,318.55,,,478.21,881.31,,352.33,504.35,,,,617.12,392.41,,170.2,,172.47,253.06,,,323.42,693.85,,,,,108.53,262.12,234.3,267.85,347.77,408.79,317.79,255.51,348.76,367.0809523809520
these,26283,344.66,,,248.12,338.59,,359.68,415.55,,,,261.44,258.38,,159.19,,169.46,241.96,,,309.52,498.1,,,,,244.3,229.66,260.48,267.39,235.13,213.36,311.95,212.32,268.13,278.44619047619000
alien,26284,344.04,,,356.94,321.99,,353.75,628.16,,,,228.97,255.22,,121.59,,174.51,444.2,,,316.91,598.57,,,,,134.5,277.18,291.98,298.88,269.36,258.35,279.34,169.24,251.6,303.58476190476200
grounds.,26285,399.44,,,511.01,380.06,,539.77,1331.05,,,,660.55,276.06,,163.97,,171.43,678.05,,,431.07,592.28,,,,,147.54,391.39,256.83,274.35,236.82,247.21,337.54,174.28,264.46,403.10285714285700
God,26286,323.56,,,250.91,341.42,,367.63,405.66,,,,333.56,269.57,,160.73,,183.68,334.48,,,405.57,619.75,,,,,181.6,291.28,250.46,254.47,238.64,267.45,341.56,183.84,297.92,300.1780952380950
was,26287,349.63,,,319.79,348.81,,404.3,439.58,,,,250.28,261.1,,155.08,,167.38,267.23,,,287.58,850.65,,,,,125.24,336.11,271.38,283.35,192.89,546.93,532.89,207.5,558.7,340.7809523809520
"everywhere,",26288,301.04,,,241.94,612.16,,334.26,377.54,,,,255.19,300.6,,141.38,,180.37,322.73,,,188.35,494.63,,,,,122.27,228.87,366.87,341.51,307.12,218.07,337.39,772.42,264.43,319.48285714285700
in,26289,348.49,,,340.15,336.51,,330.98,486.22,,,,636.02,268.04,,109.11,,203.98,452.81,,,483.98,371.1,,,,,148.69,348.45,248.89,276.84,186.56,286.99,326.12,144.47,207.98,311.5419047619050
the,26290,323.87,,,259.54,285.26,,359.73,434.74,,,,557.62,235.52,,148.87,,174.27,353.41,,,285.9,383.78,,,,,140.35,283.82,213.76,311.03,194.24,299.78,290.83,168.21,188.92,280.6404761904760
"belfry,",26291,333.98,,,307.0,279.39,,353.77,380.63,,,,295.4,253.75,,132.51,,171.21,331.39,,,623.97,527.14,,,,,420.08,254.01,234.68,278.47,204.52,248.6,311.66,165.19,220.53,301.3276190476190
in,26292,578.68,,,362.49,401.61,,307.84,1019.96,,,,460.21,250.6,,137.58,,200.2,640.15,,,1094.92,544.89,,,,,99.33,306.8,492.86,256.66,209.41,525.47,343.08,159.49,260.12,412.0166666666670
